"","Object","velocity","orbits","size"
"7062","367390 (2008 MB5)",8.77548,5,940
"7063","367684 (2010 OS22)",13.2653428571429,7,1400
"7064","367789 (2011 AG5)",6.74095,4,260
"7065","367943 Duende (2012 DA14)",4.57512307692308,13,94
"7066","368184 (2000 RN77)",7.02061428571429,14,750
"7067","368203 (2001 KO2)",9.52165,4,490
"7068","368565 (2004 FE5)",12.3535,10,620
"7069","368664 (2005 JA22)",4.5322,1,1100
"7070","369057 (2008 DK5)",11.3431818181818,11,330
"7071","369264 (2009 MS)",19.42956,5,3300
"7072","369296 (2009 SU19)",21.7372,3,1600
"7073","369986 (1998 SO)",12.6934666666667,9,450
"7074","371660 (2007 CN26)",4.83123076923077,13,360
"7075","373135 (2011 SD173)",6.52916363636364,11,750
"7076","373393 (1972 RB)",3.9091,4,900
"7077","373428 (1999 TC5)",11.0794,1,1200
"7078","373503 (2001 CK42)",4.93785714285714,7,590
"7079","374038 (2004 HW)",7.44413333333333,6,2300
"7080","374158 (2004 UL)",21.6892909090909,11,1000
"7081","374267 (2005 LW)",11.2363076923077,13,990
"7082","374449 (2005 XD1)",6.7332,3,780
"7083","374851 (2006 VV2)",10.4005,4,2600
"7084","374855 (2006 VQ13)",11.1806666666667,15,590
"7085","375054 (2007 PF6)",10.9921571428571,14,430
"7086","375103 (2007 TD71)",16.8715777777778,9,1200
"7087","3752 Camillo (1985 PA)",18.26768,5,5200
"7088","375657 (2009 CP5)",6.97830666666667,15,300
"7089","3757 Anagolay (1982 XB)",4.78285714285714,7,960
"7090","37638 (1993 VB)",6.27705714285714,7,820
"7091","37655 Illapa (1994 PM)",16.7320285714286,7,1600
"7092","376788 (2000 RV37)",10.00556,10,780
"7093","376848 (2001 RY47)",8.8206625,16,780
"7094","376864 (2001 TP103)",1.60208,5,620
"7095","376879 (2001 WW1)",7.30918,10,220
"7096","377097 (2002 WQ4)",8.2615,10,710
"7097","377732 (2005 XJ8)",13.3734,3,2400
"7098","378160 (2006 WX1)",7.03294615384615,26,750
"7099","378358 (2007 LD)",7.51936,5,820
"7100","378842 (2008 TD4)",12.0164857142857,7,680
"7101","380128 (1997 WB21)",5.20418461538462,13,570
"7102","380160 (2000 JO78)",3.1186,2,1900
"7103","380524 (2004 GY)",7.7469,6,570
"7104","380636 (2004 XN14)",6.06268148148148,27,680
"7105","380818 (2005 YV128)",10.3354,10,450
"7106","380929 (2006 HU30)",10.6350666666667,12,710
"7107","380981 (2006 SU131)",5.51903333333333,6,1100
"7108","381181 (2007 LV19)",6.3643,6,710
"7109","381564 (2008 UW5)",3.57946666666667,3,1400
"7110","381677 (2009 BJ81)",5.0933,6,1300
"7111","381906 (2010 CL19)",12.9301,10,1600
"7112","381989 (2010 HR80)",12.54136,15,620
"7113","38239 (1999 OR3)",8.26597777777778,9,1400
"7114","382395 (1990 SM)",16.570275,8,3100
"7115","382503 (2001 RE8)",4.66736,5,990
"7116","382745 (2003 CC)",4.8422,9,520
"7117","382758 (2003 GY)",5.77972857142857,14,540
"7118","382875 (2004 KE1)",2.26988888888889,9,270
"7119","3838 Epona (1986 WA)",15.7955333333333,3,4500
"7120","385186 (1994 AW1)",7.85168,15,1800
"7121","385252 (2001 EB18)",16.0914260869565,23,820
"7122","385268 (2001 RC12)",10.3106,1,4100
"7123","385343 (2002 LV)",12.4268666666667,3,2800
"7124","385402 (2002 WZ2)",22.103,1,2400
"7125","385605 (2005 EJ225)",10.96005,8,940
"7126","385843 (2006 JY25)",9.05783529411765,17,470
"7127","386298 (2008 SR7)",5.54191428571429,7,590
"7128","386454 (2008 XM)",21.2973263157895,19,590
"7129","387505 (1998 KN3)",20.1342933333333,15,1200
"7130","387668 (2002 SZ)",10.9438266666667,15,490
"7131","387733 (2003 GS)",5.10090909090909,22,990
"7132","387746 (2003 MH4)",6.4666,9,590
"7133","387816 (2004 FM17)",5.1212,29,750
"7134","387871 (2004 RD252)",8.3824,7,900
"7135","388188 (2006 DP14)",16.7028,11,990
"7136","388189 (2006 DS14)",8.899325,16,470
"7137","388838 (2008 EZ5)",5.52833333333333,6,780
"7138","388945 (2008 TZ3)",5.56036666666667,18,490
"7139","389694 (2011 QD48)",10.1790222222222,9,1400
"7140","390522 (1996 GD1)",8.87122105263158,19,470
"7141","390536 (1999 KK1)",3.3077,2,1400
"7142","390725 (2003 HB)",8.7978,17,680
"7143","3908 Nyx (1980 PA)",4.2935,6,2100
"7144","391151 (2005 YY93)",19.6354,1,2300
"7145","391211 (2006 HZ51)",6.43043333333333,6,1200
"7146","391449 (2007 FL1)",10.0688,2,1200
"7147","391508 (2007 RV17)",11.97065,4,900
"7148","392211 (2009 TG10)",13.9066,4,1800
"7149","392704 (2012 AE1)",7.78945454545455,11,940
"7150","393359 (1998 ME3)",4.10285,4,860
"7151","393569 (2003 JC13)",5.96038823529412,17,520
"7152","393908 (2005 UH3)",17.82128,5,1900
"7153","394155 (2006 QS)",4.3958,1,590
"7154","394392 (2007 EP88)",19.0103272727273,11,1200
"7155","394783 (2008 HD3)",18.89295,4,650
"7156","395143 (2010 CN1)",9.71158461538461,13,1100
"7157","395207 (2010 HQ80)",12.81664,5,710
"7158","395289 (2011 BJ2)",16.4316533333333,15,1300
"7159","39565 (1992 SL)",3.84555,4,1200
"7160","39572 (1993 DQ1)",6.29796,5,3000
"7161","396593 (2001 HC)",11.7729733333333,15,940
"7162","396794 (2004 KT)",19.1290666666667,3,1600
"7163","397326 (2006 TC1)",3.05505,8,990
"7164","397847 (2008 TA1)",8.5746,5,1000
"7165","398188 Agni (2010 LE15)",5.55401904761905,21,780
"7166","3988 Huma (1986 LA)",4.247,3,1600
"7167","399308 (1993 GD)",6.62718,10,430
"7168","399325 (1999 GY5)",13.5235777777778,9,590
"7169","399433 (2001 YK4)",12.5756666666667,3,1100
"7170","399457 (2002 PD43)",24.273,2,900
"7171","399774 (2005 NB7)",6.57324,5,1100
"7172","4015 Wilson-Harrington (1979 VA)",6.8231,4,3800
"7173","401856 (2000 KW43)",13.4867714285714,7,540
"7174","401885 (2001 RV17)",6.15766896551724,29,470
"7175","401954 (2002 RW25)",4.37348,5,1000
"7176","40267 (1999 GJ4)",19.86108,5,4700
"7177","403039 (2008 AE)",3.895925,8,680
"7178","403247 (2008 XO2)",3.58205,4,860
"7179","4034 Vishnu (1986 PA)",7.04892307692308,13,1200
"7180","403775 (2011 HS4)",15.1458705882353,17,380
"7181","404108 (2012 SF51)",11.5258,4,5700
"7182","405212 (2003 QC10)",14.65308,15,1500
"7183","405762 (2005 YO180)",9.98406666666667,9,520
"7184","406213 (2007 AB2)",7.30021818181818,11,520
"7185","406952 (2009 KJ)",17.024425,8,2200
"7186","407324 (2010 OB101)",8.38722222222222,9,430
"7187","407338 (2010 RQ30)",9.69542222222222,9,1500
"7188","407653 (2011 QF3)",6.33485,4,2400
"7189","407656 (2011 SL102)",4.1602,1,1400
"7190","408751 (1987 SF3)",6.603,1,940
"7191","408752 (1991 TB2)",14.5285375,16,2400
"7192","408792 (2000 GF2)",6.86196923076923,13,470
"7193","408980 (2002 RB126)",15.0587666666667,6,1100
"7194","408982 (2002 SP)",12.3225,2,450
"7195","409266 (2004 RK9)",4.7461,4,340
"7196","409836 (2006 QY110)",11.3243,4,1400
"7197","410088 (2007 EJ)",7.8554,5,1500
"7198","410627 (2008 RG1)",8.917925,16,430
"7199","410649 (2008 SO)",3.6983,8,410
"7200","410777 (2009 FD)",9.92206666666667,15,230
"7201","410778 (2009 FG19)",21.1978,2,1400
"7202","411165 (2010 DF1)",10.9500857142857,7,260
"7203","411201 (2010 LJ14)",4.60453333333333,3,1600
"7204","411611 (2011 QF14)",4.47888,5,1100
"7205","412976 (1987 WC)",5.69883333333333,6,650
"7206","412983 (1996 FO3)",4.10971428571429,7,520
"7207","412995 (1999 LP28)",5.37953333333333,6,570
"7208","413002 (1999 VG22)",1.8166,6,1100
"7209","413192 (2002 VY94)",4.7864,1,2600
"7210","413216 (2003 MA)",7.3842,4,990
"7211","413260 (2003 TL4)",6.74703076923077,26,780
"7212","413563 (2005 TG45)",8.6676,5,1800
"7213","413577 (2005 UL5)",11.5277076923077,13,520
"7214","413989 (2007 EL88)",13.9541333333333,12,940
"7215","414286 (2008 OC6)",7.87939130434783,23,1100
"7216","414287 (2008 OB9)",10.354,3,1700
"7217","41429 (2000 GE2)",9.13795454545455,22,470
"7218","414429 (2009 DC43)",9.28863333333333,6,1600
"7219","414800 (2010 SV3)",8.95988571428571,14,410
"7220","414960 (2011 CS4)",3.3511,4,620
"7221","414990 (2011 EM51)",5.90446666666667,18,250
"7222","415029 (2011 UL21)",15.36112,5,4100
"7223","415711 (1998 WT7)",12.9909076923077,13,940
"7224","415713 (1998 XX2)",6.13448666666667,30,620
"7225","415745 (2000 GV147)",6.91506666666667,9,820
"7226","415949 (2001 XY10)",11.53572,15,820
"7227","416002 (2002 BN)",12.6382571428571,14,470
"7228","416032 (2002 EX11)",2.232,3,410
"7229","416151 (2002 RQ25)",5.81405,20,430
"7230","416186 (2002 TD60)",2.31147272727273,11,820
"7231","416195 (2002 TR190)",8.89756363636364,22,780
"7232","416231 (2003 AJ73)",3.5061,2,1100
"7233","416283 (2003 MM)",5.25027272727273,22,300
"7234","416584 (2004 JB12)",5.86365,4,990
"7235","416591 (2004 LC2)",14.20854,10,1200
"7236","416801 (2005 GC120)",10.9966117647059,17,710
"7237","417210 (2005 XV77)",7.685,31,450
"7238","417211 (2005 XL80)",7.20026666666667,9,1200
"7239","417217 (2005 YS)",8.78647826086956,23,710
"7240","417264 (2006 AT2)",8.8474,2,2200
"7241","417419 (2006 KL21)",3.58112,10,390
"7242","417612 (2006 WQ29)",5.91617777777778,9,1200
"7243","417634 (2006 XG1)",8.97346666666667,3,1200
"7244","417655 (2006 YF13)",8.39021739130435,23,620
"7245","417816 (2007 FA)",7.90234285714286,7,570
"7246","417871 (2007 MB24)",18.62728,5,1400
"7247","4179 Toutatis (1989 AC)",5.2142,1,5200
"7248","417949 (2007 TB23)",12.8374444444444,9,1100
"7249","418094 (2007 WV4)",14.3478333333333,6,710
"7250","418135 (2008 AG33)",6.72493333333333,6,710
"7251","418198 (2008 CN70)",11.4142,11,940
"7252","418265 (2008 EA32)",8.95652,10,3100
"7253","4183 Cuno (1959 LM)",10.8015272727273,11,7800
"7254","418416 (2008 LV16)",9.62791111111111,9,520
"7255","418846 (2008 WJ60)",5.7722,2,330
"7256","418849 (2008 WM64)",11.08033,20,450
"7257","418900 (2009 BE2)",8.6552,6,860
"7258","418929 (2009 DM1)",6.4046,1,2400
"7259","419472 (2010 DW1)",8.46455,8,620
"7260","419624 (2010 SO16)",6.02485,12,470
"7261","4197 Morpheus (1982 TA)",15.3233,6,7100
"7262","419880 (2011 AH37)",10.5927,2,750
"7263","419922 (2011 BJ24)",7.81613333333333,3,1700
"7264","420048 (2011 DL19)",11.00035,4,1000
"7265","420187 (2011 GA55)",4.9321,2,1400
"7266","420210 (2011 HF)",5.89826666666667,6,490
"7267","420302 (2011 XZ1)",3.8006,5,1900
"7268","420591 (2012 HF31)",6.95735384615385,13,820
"7269","420738 (2012 TS)",5.89097894736842,19,410
"7270","422637 (1985 WA)",5.6947,2,1500
"7271","422638 (1994 CB)",6.25361176470588,17,360
"7272","422659 (1998 LD)",7.14085,4,620
"7273","422686 (2000 AC6)",5.28,31,300
"7274","422699 (2000 PD3)",9.41091111111111,9,1400
"7275","422787 (2001 WS1)",7.41396,5,2700
"7276","42286 (2001 TN41)",10.323,6,3000
"7277","423022 (2003 TJ2)",10.5751333333333,12,990
"7278","423321 (2005 ED318)",5.09462857142857,7,410
"7279","423709 (2006 BQ6)",7.52502857142857,7,680
"7280","424392 (2007 YJ)",5.4188,23,250
"7281","424482 (2008 DG5)",4.38009333333333,15,750
"7282","424965 (2009 AM15)",12.1917529411765,17,1000
"7283","4257 Ubasti (1987 QA)",14.8758666666667,3,3900
"7284","425755 (2011 CP4)",18.9399666666667,30,340
"7285","426071 (2012 CD29)",13.8711714285714,7,620
"7286","427684 (2004 DH2)",9.83526666666667,12,540
"7287","428086 (2006 NM)",6.54926666666667,3,3300
"7288","428209 (2006 VC)",6.52984,5,590
"7289","428694 Saule (2008 OS9)",13.3883833333333,12,780
"7290","429094 (2009 SG2)",8.89225882352941,17,570
"7291","429382 (2010 NW117)",3.93493333333333,3,1400
"7292","429389 (2010 PR10)",3.6227375,16,280
"7293","429584 (2011 EU29)",10.943,9,650
"7294","429736 (2011 MB2)",8.93502666666667,15,520
"7295","430440 (2000 OH)",8.90196,5,1900
"7296","430544 (2002 GM2)",16.0938222222222,9,1100
"7297","430804 (2005 AD13)",14.76034,10,1600
"7298","431107 (2006 GU)",7.4958,1,1700
"7299","431698 (2008 ES)",15.8492666666667,3,1300
"7300","431760 (2008 HE)",25.90825,4,1400
"7301","432226 (2009 HU2)",6.3798,5,1200
"7302","433 Eros (A898 PA)",3.6704,5,35000
"7303","433303 (2013 NX)",3.5566,31,230
"7304","433939 (1995 DW1)",9.28277777777778,9,340
"7305","433953 (1997 XR2)",4.24570833333333,24,430
"7306","434096 (2002 GO5)",15.0670333333333,6,1400
"7307","4341 Poseidon (1987 KF)",12.3132,2,3900
"7308","434154 (2002 SL)",4.12093333333333,3,650
"7309","434188 (2003 AD23)",20.3194666666667,3,1000
"7310","434196 (2003 HG2)",6.79697142857143,21,330
"7311","434326 (2004 JG6)",8.51395625,32,1200
"7312","434500 (2005 SB71)",6.01781538461538,13,340
"7313","434632 (2005 WE)",6.08662857142857,14,650
"7314","434633 (2005 WB1)",9.66497333333333,15,390
"7315","434677 (2006 BZ7)",23.4091333333333,6,1900
"7316","434734 (2006 FX)",10.6347714285714,7,590
"7317","434740 (2006 GZ)",8.463,5,750
"7318","434751 (2006 HV57)",4.68565,4,1200
"7319","435058 (2006 XG2)",6.44593333333333,6,540
"7320","435159 (2007 LQ19)",9.8146,1,2300
"7321","435441 (2008 DJ5)",7.69006666666667,9,590
"7322","435548 (2008 QT3)",5.84505,4,1000
"7323","436030 (2009 JO2)",10.3955764705882,17,820
"7324","436037 (2009 NJ)",12.4682,7,1100
"7325","436116 (2009 TB3)",5.1925,4,340
"7326","436329 (2010 GX62)",11.7531333333333,3,570
"7327","436654 (2011 RR12)",2.666,3,820
"7328","436671 (2011 SV71)",7.1021,2,1500
"7329","436724 (2011 UW158)",4.74506666666667,6,620
"7330","436761 (2012 DN)",9.46895,4,1400
"7331","436771 (2012 JG11)",10.84256,10,940
"7332","436774 (2012 KY3)",11.1775058823529,17,1200
"7333","436775 (2012 LC1)",17.5398,1,3000
"7334","437316 (2013 OS3)",11.45264,5,1200
"7335","437841 (1998 HD14)",6.044008,25,380
"7336","437844 (1999 MN)",9.74529285714286,56,310
"7337","437905 (2001 XU30)",9.77946666666667,3,650
"7338","437965 (2003 AL73)",12.7926666666667,3,780
"7339","438017 (2003 YO3)",9.637125,8,1100
"7340","438105 (2005 GO22)",17.515,8,1100
"7341","438116 (2005 NX44)",21.9077,4,2000
"7342","438429 (2006 WN1)",2.8923,2,990
"7343","438430 (2006 WL3)",7.27437142857143,7,620
"7344","438661 (2008 EP6)",7.61190909090909,11,780
"7345","438897 (2009 WN)",10.85,5,1000
"7346","438908 (2009 XO)",8.4165,12,470
"7347","438955 (2010 LN14)",9.3465,22,380
"7348","438990 (2010 SG13)",15.624,11,1300
"7349","439313 (2012 VE82)",7.38523333333333,6,750
"7350","439437 (2013 NK4)",10.2699555555556,18,1100
"7351","439854 (1998 XA5)",10.8314,5,1100
"7352","439877 (1999 XM141)",10.2954444444444,9,750
"7353","439889 (2000 PG5)",3.8936,4,570
"7354","439898 (2000 TG2)",4.04116,5,620
"7355","440012 (2002 LE27)",2.294,2,820
"7356","440212 (2004 OB)",4.8608,7,1000
"7357","441641 (2008 WZ13)",7.41608571428571,7,1100
"7358","441987 (2010 NY65)",8.12997142857143,28,300
"7359","442037 (2010 PR66)",11.1887454545455,11,820
"7360","442177 (2010 XC24)",11.9934571428571,7,590
"7361","442523 (2011 WU95)",6.32152,10,750
"7362","442605 (2012 HY33)",8.95486666666667,3,900
"7363","442609 (2012 KU42)",7.781,4,1700
"7364","443103 (2013 WT67)",7.88289565217391,23,1500
"7365","443104 (2013 XK22)",4.00138461538462,13,82
"7366","443806 (1998 FL3)",9.42606666666667,6,240
"7367","443880 (2001 UZ16)",7.04762857142857,7,780
"7368","444004 (2004 AS1)",6.53048695652174,23,470
"7369","444185 (2005 SR1)",4.898,2,900
"7370","444193 (2005 SE71)",8.75270909090909,22,1400
"7371","444584 (2006 UK)",9.40178333333333,12,540
"7372","444627 (2006 WU)",1.7236,2,940
"7373","444628 (2006 WQ1)",4.93768,5,820
"7374","4450 Pan (1987 SY)",11.1061076923077,13,2300
"7375","445025 (2008 NS1)",18.1226,1,1900
"7376","445305 (2010 DM56)",9.69454545454546,11,620
"7377","445775 (2011 YA)",15.648025,8,1100
"7378","445830 (2012 CL19)",6.2682,11,220
"7379","445974 (2013 BJ18)",7.09968888888889,9,520
"7380","446789 (1998 FN9)",5.18568,5,430
"7381","446791 (1998 SJ70)",13.29528,5,1300
"7382","446804 (1999 VN6)",7.0122,2,750
"7383","446833 (2001 RB12)",6.91403333333333,18,380
"7384","446862 (2001 VB76)",5.1739,10,520
"7385","446924 (2002 VV17)",7.65465405405405,37,540
"7386","447755 (2007 JX2)",7.75047692307692,13,680
"7387","447795 (2007 TH19)",3.7696,1,1600
"7388","447903 (2007 XJ20)",10.8384857142857,7,1200
"7389","448003 (2008 DE)",6.93036,5,710
"7390","4486 Mithra (1987 SB)",10.655475,8,4500
"7391","448721 (2011 BN24)",6.61761428571429,14,390
"7392","448724 (2011 BB45)",6.26716666666667,6,780
"7393","449089 (2012 SC22)",12.2016,3,570
"7394","449107 (2012 VJ82)",9.64550909090909,11,680
"7395","450142 (1998 XN2)",7.538425,8,620
"7396","450143 (1999 ED5)",8.5126,2,710
"7397","450159 (2000 JJ5)",12.5233111111111,9,990
"7398","450160 (2000 RM12)",20.6108666666667,3,2700
"7399","450237 (2002 XY38)",4.22685,32,160
"7400","450259 (2003 WQ7)",7.3005,2,710
"7401","450263 (2003 WD158)",8.75905,12,1000
"7402","450270 (2004 AE)",7.67312,5,450
"7403","450293 (2004 LV3)",12.4089555555556,9,1000
"7404","450300 (2004 QD14)",6.7549,24,470
"7405","450648 (2006 UC63)",6.28576666666667,6,710
"7406","450649 (2006 UY64)",8.68354285714286,14,750
"7407","450894 (2008 BT18)",8.38682857142857,7,1300
"7408","451003 (2008 UD1)",7.7252,7,780
"7409","451124 (2009 KC3)",7.98312,5,1500
"7410","451157 (2009 SQ104)",5.33581538461539,13,380
"7411","451370 (2011 AK5)",4.59675294117647,17,300
"7412","451397 (2011 EZ78)",7.5268,3,2200
"7413","452302 (1995 YR1)",19.0201692307692,13,490
"7414","452313 (1998 XR16)",9.8766,1,1200
"7415","452314 (1999 LN28)",4.2904,3,820
"7416","452334 (2001 LB)",7.18084,10,380
"7417","452376 (2002 AC5)",8.38722222222222,9,590
"7418","452389 (2002 NW16)",4.77202727272727,22,1400
"7419","452639 (2005 UY6)",18.2776,3,1400
"7420","452807 (2006 KV89)",4.66564761904762,21,330
"7421","453563 (2010 BB)",5.56264,25,540
"7422","453707 (2010 XY72)",11.6808,10,1100
"7423","453729 (2011 BO24)",7.65514,10,1000
"7424","453778 (2011 JK)",5.22288,5,1200
"7425","454094 (2013 BZ45)",5.109048,25,250
"7426","454100 (2013 BO73)",7.7596875,16,590
"7427","454101 (2013 BP73)",12.4724625,16,490
"7428","454177 (2013 GJ35)",14.7436,3,4100
"7429","4544 Xanthus (1989 FB)",6.35261538461538,13,2300
"7430","455148 (1994 UG)",5.18182222222222,18,360
"7431","455157 (1997 YM3)",7.4586,1,2300
"7432","455176 (1999 VF22)",15.4345125,16,450
"7433","455184 (2000 ED14)",11.0959333333333,15,410
"7434","455199 (2000 YK4)",9.58933333333333,3,650
"7435","455299 (2002 EL6)",7.56222857142857,7,1500
"7436","455415 (2003 GA)",2.5358,8,340
"7437","455426 (2003 MT9)",22.4388333333333,6,1100
"7438","455432 (2003 RP8)",10.7632,5,1400
"7439","455550 (2004 JO2)",7.8461,2,2200
"7440","455554 (2004 MQ1)",12.0094,1,1500
"7441","455588 (2004 RU331)",6.72369333333333,15,470
"7442","455594 (2004 SV55)",19.9082,15,1600
"7443","455659 (2005 BO1)",6.64364444444444,18,310
"7444","455687 (2005 EK94)",6.85844,5,820
"7445","455795 (2005 SF)",11.1486333333333,6,1000
"7446","455956 (2005 VE)",9.4705,2,410
"7447","456051 (2006 AW)",8.38948571428571,7,1000
"7448","456301 (2006 SV134)",9.38215,4,1100
"7449","456537 (2007 BG)",6.63991818181818,22,750
"7450","456898 (2007 VG184)",11.0194666666667,3,2000
"7451","456938 (2007 YV56)",10.7866714285714,14,380
"7452","456946 (2008 AF32)",8.66512,10,340
"7453","457662 (2009 DZ)",5.68008571428571,7,240
"7454","457663 (2009 DN1)",3.8223,6,520
"7455","457768 (2009 KN4)",7.17805,8,1300
"7456","457912 (2009 UW18)",9.41610909090909,11,710
"7457","4581 Asclepius (1989 FC)",6.65849,20,430
"7458","458116 (2010 DA)",13.12168,10,540
"7459","458122 (2010 EW45)",10.9523,6,1800
"7460","458418 (2011 AM12)",14.87008,5,750
"7461","458436 (2011 AL52)",7.6198,2,2000
"7462","458452 (2011 BR15)",5.84603636363636,22,590
"7463","458723 (2011 KQ12)",9.74846666666667,6,780
"7464","458732 (2011 MD5)",7.471,5,1600
"7465","458964 (2011 WM2)",5.2762,2,520
"7466","459046 (2012 AS10)",8.53946666666667,9,2300
"7467","459119 (2012 BJ134)",20.5902,1,1400
"7468","459200 (2012 DK61)",3.20126666666667,9,380
"7469","459386 (2012 KJ11)",16.7234666666667,3,2500
"7470","459451 (2012 WG32)",8.61645,4,1900
"7471","459462 (2013 AY52)",10.4663294117647,17,620
"7472","459872 (2014 EK24)",2.29290588235294,34,130
"7473","461353 (1999 LS7)",7.24714736842105,19,410
"7474","461397 (2001 SD170)",9.43433333333333,3,1500
"7475","461501 (2003 FT3)",3.39346666666667,3,1100
"7476","461852 (2006 GY2)",12.18765,4,1000
"7477","461912 (2006 RG2)",6.10286666666667,3,1400
"7478","462238 (2008 CN1)",5.78781481481481,27,450
"7479","462550 (2009 CB3)",16.5206153846154,13,780
"7480","462559 (2009 DD1)",9.1512,1,520
"7481","462775 (2010 GY6)",7.89702857142857,7,780
"7482","462959 (2011 DU)",6.20366363636364,22,380
"7483","463257 (2012 GG1)",3.93631111111111,9,1200
"7484","463387 (2013 CT82)",11.0076571428571,7,1400
"7485","464639 (2000 PO30)",2.77966666666667,6,940
"7486","464798 (2004 JX20)",4.76735714285714,28,780
"7487","465166 (2007 EL)",11.3708,1,750
"7488","465402 (2008 HW1)",24.44815,4,2100
"7489","465617 (2009 EK1)",4.31768,10,310
"7490","465633 (2009 JR5)",8.09610588235294,17,520
"7491","465824 (2010 FR)",7.94151111111111,18,270
"7492","465826 (2010 GA24)",7.94323333333333,6,380
"7493","465892 (2010 UT7)",14.393424,25,710
"7494","4660 Nereus (1982 DB)",5.22278461538462,13,1400
"7495","466053 (2011 QF23)",8.70066666666667,3,900
"7496","466130 (2012 FZ23)",26.4285333333333,3,1400
"7497","466191 (2012 KL45)",8.9218,4,1000
"7498","466507 (2014 FK33)",11.9172857142857,7,410
"7499","466508 (2014 GY48)",14.5142,4,1100
"7500","467309 (1996 AW1)",8.59714545454545,11,620
"7501","467317 (2000 QW7)",5.0096,7,650
"7502","467335 (2002 JA9)",8.6056,1,940
"7503","467336 (2002 LT38)",5.4144,31,470
"7504","467351 (2003 KO2)",9.54287826086957,23,470
"7505","467352 (2003 KZ18)",8.7544,9,330
"7506","467460 (2006 JF42)",8.52196888888889,45,860
"7507","467527 (2007 LA15)",4.24452,5,750
"7508","467917 (2011 OP24)",11.4038666666667,6,620
"7509","467963 (2012 JT17)",6.9068,1,1100
"7510","468005 (2012 XD112)",5.96471,20,340
"7511","468452 (2003 SD170)",3.8998,2,900
"7512","468462 (2004 BS102)",9.6968,1,860
"7513","468468 (2004 KH17)",9.03112666666667,30,250
"7514","468481 (2004 TP20)",9.61901818181818,11,620
"7515","468583 (2007 LS)",9.52165,8,1600
"7516","468727 (2010 JE87)",9.66293846153846,13,430
"7517","468738 (2010 TN54)",3.038,2,820
"7518","468741 (2010 VM1)",3.0008,3,570
"7519","4688 (1980 WF)",4.27593333333333,3,780
"7520","468813 (2012 OT5)",1.95713333333333,3,270
"7521","468910 (2014 KQ76)",7.70471304347826,23,300
"7522","469356 (2001 DR8)",12.2105555555556,9,1000
"7523","469445 (2002 LT24)",7.85204166666667,48,230
"7524","469494 (2002 XS40)",6.10855,4,570
"7525","469513 (2003 QR79)",6.72812727272727,11,390
"7526","469722 (2005 LP40)",10.9037333333333,6,750
"7527","469737 (2005 NW44)",7.51026666666667,45,490
"7528","469896 (2005 WC1)",10.4966,13,430
"7529","469929 (2006 AK8)",9.35621333333333,15,380
"7530","470004 (2006 MJ10)",15.58215,8,1100
"7531","470310 (2007 LB15)",9.48228,10,780
"7532","470510 (2008 CJ116)",4.6748,1,900
"7533","470594 (2008 MN1)",11.6849333333333,6,540
"7534","470678 (2008 SS251)",2.9512,1,360
"7535","470951 (2009 LS)",16.1084857142857,7,1500
"7536","470975 (2009 SC15)",3.1496,10,310
"7537","471083 (2009 XF2)",6.07135,8,620
"7538","471240 (2011 BT15)",4.85078461538462,13,270
"7539","471241 (2011 BX18)",11.5030666666667,3,1400
"7540","471323 (2011 KW15)",12.3796777777778,18,780
"7541","471487 (2011 VS5)",7.40404,10,710
"7542","471926 Jormungandr (2013 KN6)",20.4024285714286,7,1100
"7543","471956 (2013 SC25)",12.73914,10,860
"7544","471984 (2013 UE3)",4.17535555555556,27,160
"7545","472263 (2014 RP12)",11.3977882352941,17,1400
"7546","474158 (1999 FA)",4.48513636363636,22,430
"7547","474163 (1999 SO5)",4.60725263157895,19,390
"7548","474179 (1999 VS6)",9.44968571428571,14,940
"7549","474231 (2001 HZ7)",8.1375,14,590
"7550","474238 (2001 RU17)",5.74368,15,300
"7551","474451 (2003 SR15)",5.9024,12,280
"7552","474549 (2003 WX153)",13.60745,4,1600
"7553","474554 (2003 YQ94)",6.78776,5,1900
"7554","474585 (2004 HC2)",18.2014285714286,7,750
"7555","474611 (2004 SB56)",7.02418666666667,15,860
"7556","475016 (2005 UO)",12.024125,16,230
"7557","475462 (2006 SW5)",3.43015,4,990
"7558","475534 (2006 TS7)",10.9709,22,340
"7559","475950 (2007 FE1)",7.9825,6,1100
"7560","476093 (2007 TC66)",11.37235,4,750
"7561","476601 (2008 SE85)",12.60615,4,650
"7562","4769 Castalia (1989 PB)",9.60577272727273,22,2500
"7563","476904 (2008 WK32)",7.72003333333333,6,860
"7564","477162 (2009 ES)",11.1786,6,450
"7565","477248 (2009 SV)",8.7172,8,650
"7566","477327 (2009 TB8)",12.968075,8,1300
"7567","477465 (2009 XZ1)",10.3608642857143,28,270
"7568","477490 (2010 CG18)",3.49237142857143,7,430
"7569","477491 (2010 CD19)",9.77988,5,1500
"7570","477519 (2010 DJ56)",12.575925,8,860
"7571","477719 (2010 SG15)",3.7727,6,54
"7572","477762 (2010 XZ67)",5.6482,3,680
"7573","478574 (2012 TS78)",12.06675,8,1200
"7574","478784 (2012 UV136)",2.72079459459459,37,47
"7575","479325 (2013 TV5)",6.87993333333333,6,820
"7576","479345 (2013 WY67)",8.984575,8,820
"7577","480808 (1994 XL1)",10.3436058823529,34,390
"7578","480817 (1998 SJ2)",4.29453333333333,3,1400
"7579","480820 (1998 VF32)",10.2912705882353,17,360
"7580","480822 (1998 YM4)",15.5283428571429,14,680
